사회과학,정치와법/수학,투표 방식에 따른 선거 결과 시뮬레이션,"다양한 투표 방식을 프로그래밍으로 구현하여 동일한 투표 데이터에서 결과가 어떻게 달라지는지 분석한다. 사회적 선택 이론과 수학적 원리를 탐구한다.",사회선택이론;선거;시뮬레이션;프로그래밍
사회과학,사회문화/정보,텍스트 마이닝으로 분석한 세대별 관심사 변화,"온라인 게시글을 연령대별로 분류하여 주요 키워드 변화를 분석한다. 자연어처리 기법을 활용하여 세대 간 관심사의 차이를 탐구한다.",텍스트마이닝;세대;키워드;NLP
사회과학,사회문화/통계,AI 활용 정도와 학습 만족도의 관계 분석,"학생 설문조사를 실시하여 AI 활용 빈도와 학습 만족도를 상관분석한다. 데이터 기반으로 교육에서 AI의 효과를 탐구한다.",AI교육;설문조사;상관분석;학습
사회과학,사회문화/정보,SNS 해시태그 네트워크 분석,"특정 사회 이슈의 해시태그 연결 구조를 네트워크 그래프로 시각화한다. 중심성 분석을 통해 정보 확산 구조를 탐구한다.",네트워크분석;해시태그;SNS;그래프
사회과학,통합사회/정보,공공데이터를 활용한 지역 안전지수 제작,"범죄와 교통사고 및 CCTV 데이터를 종합하여 지역 안전지수를 설계한다. 여러 지표를 표준화하여 새로운 평가 모델을 탐구한다.",공공데이터;안전지수;표준화;데이터분석
사회과학,통합사회/GIS,병원 접근성과 응급의료 서비스 분석,"GIS를 활용하여 병원과 인구 분포를 분석하고 응급의료 접근성을 평가한다. 공간 분석을 통해 의료 서비스의 지역 격차를 탐구한다.",GIS;응급의료;공간분석;의료
사회과학,통합사회/환경,도시 열섬 완화를 위한 녹지 최적 배치 분석,"공원과 기온 데이터를 활용하여 녹지의 냉각 효과를 분석한다. GIS와 통계를 활용하여 효과적인 녹지 배치를 탐구한다.",도시열섬;녹지;GIS;환경
사회과학,한국지리/정보,휴대전화 이동 데이터로 분석한 생활권 변화,"공개 이동 데이터를 활용하여 시간대별 생활권 변화를 분석한다. 도시 구조와 교통 패턴의 관계를 탐구한다.",생활권;이동데이터;교통;도시
사회과학,한국지리/수학,최단 경로 알고리즘을 활용한 통학 경로 최적화,"다익스트라 알고리즘을 구현하여 학교까지의 최적 통학 경로를 계산한다. 알고리즘이 실제 교통 문제 해결에 활용되는 과정을 탐구한다.",다익스트라;최단경로;알고리즘;통학
사회과학,세계지리/정보,위성영상 AI 분류를 활용한 도시 확장 분석,"위성 영상을 AI로 분류하여 도시 면적 변화를 분석한다. 원격탐사와 인공지능의 융합 사례를 탐구한다.",위성영상;AI분류;도시확장;원격탐사
사회과학,세계지리/기후변화,기후 난민 발생 지역의 공간 데이터 분석,"기후변화와 인구 이동 데이터를 GIS로 분석하여 기후 난민 발생 지역의 특징을 탐구한다. 환경 변화와 사회 문제의 연관성을 분석한다.",기후난민;GIS;인구이동;기후변화
사회과학,한국사/정보,조선왕조실록 텍스트 마이닝을 통한 사회 변화 분석,"조선왕조실록의 공개 텍스트를 분석하여 시대별 핵심 키워드 변화를 조사한다. 자연어처리를 활용한 디지털 인문학 방법을 탐구한다.",조선왕조실록;텍스트마이닝;디지털인문학;NLP
사회과학,세계사/경제,세계 금융위기의 확산 과정을 네트워크로 분석,"국가 간 금융 연결 구조를 그래프로 모델링하여 위기 확산 과정을 시각화한다. 네트워크 이론을 활용한 경제 분석을 탐구한다.",금융위기;네트워크;세계경제;그래프
사회과학,생활과윤리/정보,AI 채용 시스템의 공정성 분석,"AI 채용 사례를 조사하고 데이터 편향이 채용 결과에 미치는 영향을 분석한다. 알고리즘의 공정성과 윤리 문제를 탐구한다.",AI채용;편향;공정성;윤리
사회과학,윤리와사상/정보,추천 알고리즘의 윤리적 의사결정 모델 분석,"추천 알고리즘이 사용자에게 미치는 영향을 윤리학 관점에서 분석한다. 개인정보 보호와 공정성을 함께 고려한 개선 방안을 탐구한다.",추천알고리즘;윤리;개인정보;AI
사회과학,경제/정보,공공데이터 기반 지역 창업 입지 추천 시스템 설계,"유동인구와 상권 및 임대료 데이터를 활용하여 창업 적합도를 계산하는 모델을 설계한다. 데이터 기반 의사결정 과정을 탐구한다.",창업;공공데이터;입지분석;데이터
사회과학,경제/정보,배달 데이터 분석을 통한 상권 변화 예측,"배달 주문 데이터를 활용하여 시간대별 소비 패턴을 분석한다. 머신러닝 기법을 적용하여 상권 변화를 예측하는 방법을 탐구한다.",배달데이터;머신러닝;상권;예측
사회과학,통합사회/인공지능,AI 기반 재난 위험 예측 시스템의 원리 탐구,"기상과 재난 데이터를 활용하는 AI 예측 시스템의 구조를 조사한다. 머신러닝이 사회 안전 분야에서 활용되는 원리를 탐구한다.",AI;재난예측;머신러닝;사회안전
category,subject,topic,description,keywords
사회과학,경제/정보,머신러닝을 활용한 지역별 소비 패턴 군집 분석,"공공 소비 데이터를 전처리한 뒤 K-Means 군집분석을 수행하여 소비 유형을 분류한다. 군집별 특성과 지역 경제 구조의 차이를 데이터 기반으로 분석한다.",군집분석;KMeans;소비패턴;데이터분석
사회과학,경제/수학,마르코프 체인을 이용한 소비자 브랜드 전환 확률 분석,"설문조사를 통해 브랜드 변경 데이터를 수집하고 마르코프 체인으로 다음 구매를 예측한다. 확률모형이 소비 행동 분석에 활용되는 원리를 탐구한다.",마르코프체인;확률;브랜드;소비자
사회과학,경제/정보,시계열 예측 모델로 분석한 환율 변화,"환율 데이터를 이동평균과 ARIMA 모델로 분석하여 미래 변동을 예측한다. 경제 예측에서 시계열 분석의 활용 가능성을 탐구한다.",시계열;ARIMA;환율;예측
사회과학,경제/정보,경제 뉴스 임베딩 분석을 통한 경기 흐름 분류,"Sentence Transformer를 이용해 경제 뉴스를 임베딩하고 유사도를 계산하여 경기 국면별 특징을 비교한다. 자연어처리 기술이 경제 분석에 활용되는 원리를 탐구한다.",임베딩;SentenceTransformer;경제뉴스;NLP
사회과학,경제/정보,공공데이터 기반 생활물가 예측 대시보드 제작,"공공데이터 API를 활용하여 생활물가 정보를 수집하고 시각화 대시보드를 구축한다. 데이터 엔지니어링과 데이터 시각화 과정을 함께 탐구한다.",API;대시보드;물가;데이터시각화
사회과학,정치와법/정보,법률 문서 유사도 검색 시스템 구현,"판례 데이터를 임베딩하여 코사인 유사도로 유사 사건을 검색하는 시스템을 구현한다. 벡터 검색 기술이 법률 분야에 활용되는 원리를 탐구한다.",벡터검색;임베딩;판례;코사인유사도
사회과학,정치와법/정보,RAG 기반 법률 질의응답 시스템 설계,"법령 데이터를 검색한 뒤 생성형 AI와 결합하는 RAG 구조를 구현하고 일반 생성형 AI와 정확도를 비교한다. 검색 증강 생성 기술의 장점을 분석한다.",RAG;생성형AI;법률;검색
사회과학,정치와법/수학,게임이론을 활용한 국제 협상 전략 분석,"죄수의 딜레마와 내시균형을 활용하여 국가 간 협상 전략을 모델링한다. 국제 정치에서 게임이론이 활용되는 사례를 분석한다.",게임이론;내시균형;국제정치;협상
사회과학,사회문화/정보,SNS 데이터 네트워크 중심성 분석,"사회 이슈 관련 게시글의 공유 네트워크를 구축하고 Degree와 Betweenness 중심성을 계산한다. 정보 확산 과정에서 핵심 계정을 탐구한다.",네트워크분석;중심성;SNS;그래프
사회과학,사회문화/정보,온라인 커뮤니티 감성 변화의 시계열 분석,"커뮤니티 게시글을 감성 분석한 뒤 시간에 따른 긍정과 부정 비율 변화를 분석한다. 사회적 사건이 여론에 미치는 영향을 탐구한다.",감성분석;시계열;여론;텍스트마이닝
사회과학,사회문화/통계,청소년 행복지수 예측 모델 구축,"설문 데이터를 이용하여 회귀모델을 구축하고 행복도에 영향을 미치는 주요 변수를 분석한다. 데이터 기반 사회 연구 방법을 탐구한다.",회귀분석;행복지수;설문;예측
사회과학,통합사회/GIS,GIS와 머신러닝을 활용한 침수 취약지역 예측,"강수량과 지형 및 토지 이용 데이터를 활용하여 침수 위험 지역을 예측한다. 공간 데이터와 머신러닝의 융합 방법을 탐구한다.",GIS;머신러닝;침수;공간분석
사회과학,통합사회/정보,디지털 트윈을 활용한 스마트시티 모델 분석,"도시 데이터를 실시간으로 반영하는 디지털 트윈 기술을 조사하고 교통과 재난 관리 활용 사례를 분석한다. 미래 도시 관리 기술의 원리를 탐구한다.",디지털트윈;스마트시티;IoT;도시
사회과학,통합사회/정보,공공데이터 ETL 파이프라인 구축 실습,"공공데이터를 수집하고 전처리한 뒤 데이터베이스에 저장하는 ETL 과정을 구현한다. 데이터 엔지니어링의 핵심 원리를 탐구한다.",ETL;데이터엔지니어링;데이터베이스;공공데이터
사회과학,한국지리/정보,OpenStreetMap 데이터를 활용한 생활권 분석,"OpenStreetMap 데이터를 활용하여 학교와 병원 및 상업시설의 접근성을 계산한다. GIS와 그래프 알고리즘을 활용한 공간 분석을 수행한다.",OpenStreetMap;GIS;생활권;그래프
사회과학,한국지리/정보,최적 입지 선정을 위한 다기준 의사결정 모델,"유동인구와 임대료 및 접근성을 종합하여 창업 입지를 평가한다. AHP 기법을 적용하여 최적의 입지를 도출한다.",AHP;입지분석;창업;의사결정
사회과학,세계지리/정보,위성영상 세그멘테이션으로 도시화 분석,"위성영상을 의미론적 분할하여 도시 면적 변화를 계산한다. 컴퓨터 비전 기술이 지리 연구에 활용되는 방법을 탐구한다.",세그멘테이션;위성영상;컴퓨터비전;도시화
사회과학,세계지리/기후변화,기후 데이터 클러스터링을 통한 기후 유형 분류,"세계 기후 데이터를 군집분석하여 새로운 기후 유형을 분류한다. 기존 기후 구분과 비교하여 데이터 기반 분류 방법을 탐구한다.",군집분석;기후;데이터마이닝;세계지리
사회과학,한국사/정보,조선왕조실록 임베딩 분석으로 시대별 이슈 탐색,"조선왕조실록 문장을 임베딩하여 시대별 유사 주제를 군집화한다. 디지털 인문학과 자연어처리 기술의 융합 가능성을 탐구한다.",조선왕조실록;임베딩;디지털인문학;NLP
사회과학,세계사/정보,세계사 사건 네트워크 시각화 프로젝트,"국가와 인물 및 사건의 관계를 그래프로 구축하여 역사적 연결 구조를 시각화한다. 네트워크 분석을 활용한 역사 연구 방법을 탐구한다.",그래프;네트워크;세계사;시각화
사회과학,생활과윤리/정보,설명 가능한 AI가 사회적 신뢰에 미치는 영향,"Explainable AI 기법을 조사하고 AI 의사결정의 투명성이 사용자 신뢰에 미치는 영향을 분석한다. 기술 윤리와 사회적 수용성을 탐구한다.",XAI;설명가능한AI;윤리;신뢰
사회과학,윤리와사상/정보,알고리즘 편향 측정 지표 비교 분석,"AI 공정성을 평가하는 다양한 지표를 조사하고 실제 사례에 적용하여 비교한다. 데이터 편향과 윤리적 문제를 정량적으로 탐구한다.",AI공정성;알고리즘편향;평가지표;윤리
사회과학,경제/정보,경제지표 기반 경기 국면 분류 AI 모델 구현,"GDP와 물가 및 실업률 데이터를 활용하여 경기 국면을 분류하는 머신러닝 모델을 구현한다. 데이터 기반 경제 분석 과정을 탐구한다.",머신러닝;GDP;실업률;경제분석
사회과학,경제/정보,LLM을 활용한 경제 보고서 자동 요약 시스템 구축,"경제 보고서를 검색한 뒤 대규모 언어모델로 요약하여 핵심 지표를 추출한다. 생성형 AI의 경제 정보 활용 가능성과 한계를 분석한다.",LLM;경제보고서;요약;생성형AI
사회과학,통합사회/정보,공공데이터와 생성형 AI를 결합한 지역 정책 추천 시스템 설계,"인구와 복지 및 교통 데이터를 검색한 뒤 생성형 AI가 지역 맞춤 정책을 제안하는 시스템을 설계한다. 데이터 기반 정책 의사결정의 가능성과 한계를 탐구한다.",생성형AI;공공데이터;정책추천;데이터엔지니어링
category,subject,topic,description,keywords
자연과학,통합과학/정보,공공 기상데이터를 활용한 미세먼지 농도 예측,"기상청 공공데이터를 활용하여 기온과 습도 및 풍속이 미세먼지 농도에 미치는 영향을 분석한다. 회귀분석과 머신러닝 예측 모델을 비교하여 환경 데이터 분석 방법을 탐구한다.",공공데이터;미세먼지;머신러닝;회귀분석
자연과학,물리학Ⅰ/미적분,경사하강법으로 구현하는 포물선 최소점 탐색,"포물선 함수의 최소점을 경사하강법으로 직접 구현하고 미분을 이용한 해석적 방법과 비교한다. 최적화 알고리즘의 원리와 물리학의 최소에너지 개념을 연결하여 탐구한다.",경사하강법;미분;최적화;물리
자연과학,물리학Ⅰ/정보,영상 처리 기반 자유낙하 운동 자동 분석,"스마트폰 영상을 OpenCV로 분석하여 자유낙하 물체의 위치를 자동 추적한다. 시간에 따른 위치 데이터를 이용해 중력가속도를 계산하고 오차 원인을 분석한다.",OpenCV;자유낙하;영상처리;중력
자연과학,물리학Ⅰ/수학,공기저항을 고려한 포물선 운동 시뮬레이션,"공기저항을 포함한 운동방정식을 수치적으로 계산하여 이상적인 포물선 운동과 비교한다. 오일러 방법을 이용한 수치해석의 원리를 함께 탐구한다.",포물선운동;수치해석;오일러방법;공기저항
자연과학,물리학Ⅱ/정보,YOLO를 활용한 진자의 주기 자동 측정,"YOLO 객체 인식 모델로 진자의 위치를 자동 추적하여 주기를 계산한다. 수작업 측정과 비교하여 컴퓨터 비전의 활용 가능성을 분석한다.",YOLO;진자;컴퓨터비전;주기
자연과학,물리학Ⅱ/미적분,RC회로 충방전 곡선의 지수함수 모델링,"RC회로 실험 데이터를 수집하여 지수함수로 모델링하고 미분방정식의 해와 비교한다. 물리 실험과 수학적 모델링의 관계를 탐구한다.",RC회로;지수함수;미분방정식;모델링
자연과학,화학Ⅰ/정보,머신러닝을 활용한 산성도 예측,"용액의 성분과 농도 데이터를 활용하여 pH를 예측하는 회귀모델을 구축한다. 화학 데이터 분석과 머신러닝의 활용 방법을 탐구한다.",pH;머신러닝;회귀분석;화학
자연과학,화학Ⅰ/수학,반응속도식을 이용한 화학 반응 모델링,"농도 변화 데이터를 이용하여 반응속도상수를 계산하고 반응속도식을 모델링한다. 지수함수와 로그함수의 활용을 함께 탐구한다.",반응속도;로그함수;농도;모델링
자연과학,화학Ⅱ/정보,분광 데이터 PCA 분석,"분광 데이터를 PCA로 차원 축소하여 시료를 분류한다. 주성분분석이 화학 데이터 분석에 활용되는 원리를 탐구한다.",PCA;분광분석;차원축소;화학
자연과학,화학Ⅱ/생명과학,효소 반응 속도와 미하엘리스멘텐 모델 분석,"효소 반응 데이터를 이용하여 미하엘리스멘텐 곡선을 작성하고 최대 반응속도를 계산한다. 생화학 반응을 수학적으로 모델링하는 방법을 탐구한다.",효소;미하엘리스멘텐;생화학;반응속도
자연과학,생명과학Ⅰ/정보,CNN을 활용한 식물 잎 질병 분류,"공개 이미지 데이터를 이용하여 CNN 모델을 학습시키고 식물 질병을 분류한다. 딥러닝이 생명과학 분야에서 활용되는 사례를 탐구한다.",CNN;식물질병;딥러닝;이미지분류
자연과학,생명과학Ⅰ/통계,수면 시간과 혈당 변화의 상관관계 분석,"공개 연구자료를 활용하여 수면 시간과 혈당 수치의 관계를 통계적으로 분석한다. 생활 습관이 대사에 미치는 영향을 탐구한다.",수면;혈당;상관분석;통계
자연과학,생명과학Ⅰ/정보,심박수 데이터 기반 운동 강도 분류,"웨어러블 기기의 심박수 데이터를 분석하여 운동 강도를 자동 분류한다. 머신러닝 분류 알고리즘의 원리를 함께 탐구한다.",심박수;웨어러블;머신러닝;운동
자연과학,생명과학Ⅱ/정보,DNA 서열 유사도 분석 알고리즘 구현,"DNA 염기서열을 비교하는 간단한 알고리즘을 구현하여 유사도를 계산한다. 생물정보학에서 서열 정렬이 활용되는 원리를 탐구한다.",DNA;생물정보학;서열정렬;알고리즘
자연과학,생명과학Ⅱ/정보,유전자 발현 데이터 군집분석,"공개 RNA 발현 데이터를 K-Means로 군집화하여 유전자 발현 패턴을 분석한다. 데이터 마이닝 기법의 활용을 탐구한다.",유전자발현;KMeans;군집분석;RNA
자연과학,지구과학Ⅰ/정보,기상청 데이터를 활용한 강수량 예측,"기온과 습도 및 기압 데이터를 활용하여 강수 여부를 예측하는 모델을 구축한다. 기상 예측에서 머신러닝 활용 가능성을 탐구한다.",기상청;강수예측;머신러닝;기상
자연과학,지구과학Ⅰ/수학,라디오존데 데이터를 이용한 대기 안정도 분석,"라디오존데 관측 자료를 활용하여 기온감률을 계산하고 대기의 안정도를 분석한다. 실제 기상 데이터를 이용한 탐구를 수행한다.",라디오존데;기온감률;대기안정도;기상
자연과학,지구과학Ⅱ/정보,위성영상 기반 구름 분류 AI,"공개 위성 영상을 CNN으로 분류하여 구름 유형을 자동 판별한다. 원격탐사와 인공지능의 융합 사례를 탐구한다.",위성영상;CNN;구름;원격탐사
자연과학,지구과학Ⅱ/물리학,태양 복사 에너지와 지표 온도의 관계 분석,"태양 복사량과 지표 온도 데이터를 비교하여 에너지 전달 원리를 분석한다. 복사 평형 개념을 실제 데이터와 연결하여 탐구한다.",복사평형;태양복사;지표온도;에너지
자연과학,통합과학/정보,센서 데이터를 활용한 스마트 환경 모니터링,"온도와 습도 및 조도 센서를 활용하여 실시간 환경 데이터를 수집한다. 데이터 시각화와 이상치 탐지를 통해 스마트 환경 시스템을 설계한다.",IoT;센서;환경데이터;시각화
자연과학,물리학Ⅰ/정보,컴퓨터 비전을 활용한 마찰계수 측정,"영상 분석으로 물체의 이동거리를 자동 추출하여 마찰계수를 계산한다. 실험 자동화와 데이터 처리 과정을 탐구한다.",컴퓨터비전;마찰계수;OpenCV;실험
자연과학,화학Ⅰ/정보,색 변화 데이터를 이용한 적정 종말점 자동 판별,"카메라 영상에서 색상 변화를 분석하여 적정 종말점을 자동 검출한다. RGB 데이터 분석과 화학 실험 자동화를 탐구한다.",적정;RGB;영상분석;자동화
자연과학,생명과학Ⅰ/정보,객체 인식을 활용한 세포 개수 자동 측정,"현미경 이미지를 분석하여 세포 수를 자동으로 계산한다. 이미지 처리 기술이 생명과학 실험에 활용되는 원리를 탐구한다.",세포;객체인식;현미경;영상처리
자연과학,지구과학Ⅰ/정보,기상 레이더 영상 분석을 통한 강수 이동 예측,"기상 레이더 영상을 분석하여 강수 구름의 이동 방향을 추적한다. 영상 분석과 기상 예측 기술을 함께 탐구한다.",기상레이더;영상분석;강수;예측
자연과학,고급생명과학/정보,CRISPR 유전자 편집 데이터 분석,"공개 CRISPR 실험 데이터를 분석하여 유전자 편집 효율을 비교한다. 생명공학과 데이터 분석이 융합되는 방법을 탐구한다.",CRISPR;유전자편집;생명공학;데이터분석
category,subject,topic,description,keywords
자연과학,물리학Ⅱ/정보,가속도 센서 데이터를 활용한 엘리베이터 운동 분석,"스마트폰 가속도 센서를 이용하여 엘리베이터의 운동 데이터를 수집하고 속도와 위치를 적분으로 계산한다. 실제 측정값과 이론값을 비교하여 센서 오차를 분석한다.",가속도센서;적분;운동분석;스마트폰
자연과학,물리학Ⅱ/정보,푸리에 변환을 이용한 소리의 주파수 분석,"음성을 녹음하여 FFT를 적용하고 주파수 성분을 분석한다. 음색과 배음의 차이를 물리학적 관점에서 탐구한다.",FFT;푸리에변환;음파;주파수
자연과학,물리학Ⅱ/수학,Runge-Kutta 방법을 이용한 진동 운동 시뮬레이션,"단진동 방정식을 Runge-Kutta 방법으로 수치해석하고 해석해와 비교한다. 수치 계산의 정확도와 계산 효율을 분석한다.",RungeKutta;수치해석;단진동;미분방정식
자연과학,물리학Ⅰ/정보,딥러닝을 활용한 실험 그래프 자동 추세선 분석,"실험 데이터를 입력하여 딥러닝 기반 회귀와 최소제곱법의 성능을 비교한다. 데이터 피팅 기법의 차이를 탐구한다.",회귀분석;최소제곱법;딥러닝;실험데이터
자연과학,물리학Ⅱ/정보,컴퓨터 비전을 활용한 충돌 실험 운동량 보존 분석,"영상에서 물체의 좌표를 자동 추출하여 운동량과 운동에너지를 계산한다. 충돌 전후 데이터를 비교하여 보존법칙을 검증한다.",운동량보존;컴퓨터비전;충돌실험;OpenCV
자연과학,화학Ⅱ/정보,분자 구조 임베딩을 활용한 물질 유사성 분석,"분자의 구조 정보를 벡터화하여 유사도를 계산하고 화학적 특성과 비교한다. 분자 임베딩 기술이 신약 개발에 활용되는 원리를 탐구한다.",분자임베딩;유사도;화학정보학;신약
자연과학,화학Ⅱ/정보,머신러닝을 활용한 용해도 예측 모델 구축,"온도와 분자 특성 데이터를 이용하여 용해도를 예측하는 회귀모델을 구현한다. 화학 데이터 기반 예측 기법을 탐구한다.",용해도;머신러닝;회귀분석;화학
자연과학,화학Ⅰ/생명과학,혈액 완충 작용의 화학적 원리 모델링,"완충용액의 원리를 혈액의 pH 유지와 연결하여 분석한다. Henderson-Hasselbalch 식을 활용하여 완충 효과를 계산한다.",완충용액;pH;혈액;생화학
자연과학,화학Ⅱ/정보,분광 데이터 머신러닝 분류,"분광 스펙트럼 데이터를 활용하여 물질 종류를 머신러닝으로 분류한다. PCA 적용 전후의 분류 성능을 비교한다.",분광분석;PCA;머신러닝;분류
자연과학,화학Ⅱ/수학,화학 반응 네트워크의 그래프 이론 분석,"복잡한 반응 경로를 그래프로 표현하고 중심 반응을 분석한다. 그래프 이론이 화학 시스템 분석에 활용되는 방법을 탐구한다.",그래프이론;반응네트워크;화학;네트워크
자연과학,생명과학Ⅱ/정보,단백질 서열 임베딩을 활용한 기능 예측,"공개 단백질 데이터를 임베딩하여 기능이 유사한 단백질을 탐색한다. 생물정보학에서 임베딩 기술의 활용 사례를 탐구한다.",단백질;임베딩;생물정보학;AI
자연과학,생명과학Ⅱ/정보,RNA-Seq 데이터 차등 발현 분석,"공개 RNA-Seq 데이터를 활용하여 조건별 발현량 차이를 분석한다. 통계 검정과 데이터 시각화를 함께 수행한다.",RNASeq;유전자발현;통계;바이오인포매틱스
자연과학,생명과학Ⅰ/정보,YOLO를 활용한 현미경 세포 검출,"현미경 이미지를 이용하여 YOLO 모델을 학습시키고 세포를 자동 검출한다. 객체 인식 기술의 의료 활용 가능성을 탐구한다.",YOLO;세포검출;객체인식;현미경
자연과학,생명과학Ⅰ/정보,심전도 신호 머신러닝 분류,"공개 ECG 데이터를 이용하여 정상과 이상 신호를 분류하는 모델을 구현한다. 의료 AI의 기본 원리를 탐구한다.",ECG;의료AI;머신러닝;심전도
자연과학,생명과학Ⅱ/수학,SIR 감염병 모델 시뮬레이션,"SIR 모델을 구현하여 감염병 확산 과정을 시뮬레이션한다. 감염률과 회복률 변화가 전파에 미치는 영향을 분석한다.",SIR모델;감염병;시뮬레이션;수학
자연과학,생명과학Ⅱ/정보,유전자 발현 데이터 PCA 시각화,"고차원 유전자 데이터를 PCA로 축소하여 군집 구조를 시각화한다. 차원축소가 생명과학 데이터 분석에 활용되는 원리를 탐구한다.",PCA;유전자발현;차원축소;시각화
자연과학,지구과학Ⅱ/정보,LSTM을 활용한 기온 예측,"장기간 기온 데이터를 이용하여 LSTM 모델을 구축하고 미래 기온을 예측한다. 시계열 딥러닝의 특징을 분석한다.",LSTM;기온예측;시계열;딥러닝
자연과학,지구과학Ⅱ/정보,위성 NDVI 데이터를 활용한 식생 변화 분석,"위성 NDVI 데이터를 수집하여 계절별 식생 변화를 분석한다. 원격탐사 기술과 환경 모니터링의 원리를 탐구한다.",NDVI;위성영상;식생;원격탐사
자연과학,지구과학Ⅰ/정보,강수 예측을 위한 랜덤포레스트 모델 구축,"기온과 기압 및 습도 데이터를 이용하여 강수 여부를 예측하는 랜덤포레스트 모델을 구현한다. 전통 예측과 AI 모델의 성능을 비교한다.",랜덤포레스트;강수예측;AI;기상
자연과학,통합과학/정보,IoT 환경센서 데이터 이상 탐지,"환경 센서 데이터를 실시간으로 수집하고 이상치를 탐지하는 알고리즘을 구현한다. 스마트 환경 관리 기술을 탐구한다.",IoT;이상탐지;센서;환경데이터
자연과학,고급생명과학/정보,AlphaFold 예측 구조와 실제 단백질 구조 비교,"공개 단백질 구조 데이터를 활용하여 AlphaFold 예측 결과와 실제 구조를 비교 분석한다. AI 기반 구조 예측 기술의 정확도를 탐구한다.",AlphaFold;단백질;구조예측;AI
자연과학,고급생명과학/정보,유전자 네트워크 중심성 분석,"유전자 상호작용 네트워크를 구축하고 중심성 분석을 통해 핵심 유전자를 탐색한다. 그래프 이론이 생명과학에 활용되는 사례를 탐구한다.",유전자네트워크;그래프;중심성;생물정보학
자연과학,물리학Ⅱ/정보,Kalman Filter를 이용한 센서 노이즈 제거,"가속도 센서 데이터를 Kalman Filter로 보정하여 측정 정확도를 향상시킨다. 센서 융합과 신호처리 원리를 탐구한다.",KalmanFilter;센서융합;신호처리;노이즈
자연과학,화학Ⅱ/정보,분자동역학 시뮬레이션 기초 탐구,"분자동역학 시뮬레이션 결과를 분석하여 온도 변화에 따른 분자 운동을 비교한다. 분자의 거동을 컴퓨터 시뮬레이션으로 이해한다.",분자동역학;시뮬레이션;분자운동;화학
자연과학,생명과학Ⅱ/정보,Transformer 기반 DNA 서열 분석 원리 탐구,"Transformer 구조가 DNA 서열 분석에 활용되는 원리를 조사하고 기존 CNN 기반 방법과 비교한다. 최신 바이오인포매틱스 기술을 탐구한다.",Transformer;DNA;생물정보학;딥러닝
category,subject,topic,description,keywords
자연과학,물리학Ⅱ/정보,비디오 기반 스프링 진동 자동 분석 시스템 구현,"OpenCV를 이용하여 스프링 끝점의 위치를 프레임별로 추적하고 변위를 자동 계산한다. 감쇠진동 곡선을 피팅하여 감쇠계수를 분석한다.",OpenCV;감쇠진동;스프링;곡선피팅
자연과학,물리학Ⅱ/정보,CNN을 활용한 실험 장면 자동 분류,"실험 영상을 CNN으로 학습하여 정상 실험과 오류 실험을 자동 분류한다. 컴퓨터 비전이 실험 자동화에 활용되는 가능성을 탐구한다.",CNN;컴퓨터비전;실험자동화;분류
자연과학,물리학Ⅰ/정보,아두이노 센서를 이용한 실시간 운동 데이터 로거 제작,"가속도와 자이로 센서를 이용하여 운동 데이터를 실시간 저장하고 그래프로 시각화한다. 센서 데이터 처리와 물리량 계산 과정을 탐구한다.",아두이노;센서;데이터로거;운동
자연과학,물리학Ⅱ/수학,라그랑주 보간법을 활용한 실험 데이터 근사,"실험 측정값을 라그랑주 다항식으로 근사하고 스플라인 보간과 비교한다. 다양한 수치해석 방법의 특성을 분석한다.",라그랑주;보간법;수치해석;실험
자연과학,물리학Ⅱ/정보,강화학습을 이용한 역진자 제어 원리 탐구,"강화학습 알고리즘이 역진자를 안정화하는 과정을 시뮬레이션한다. 제어공학과 인공지능의 융합 원리를 탐구한다.",강화학습;역진자;제어공학;AI
자연과학,화학Ⅱ/정보,GNN을 활용한 분자 특성 예측 원리 탐구,"Graph Neural Network가 분자 구조를 학습하는 원리를 조사하고 기존 머신러닝 모델과 비교한다. 화학정보학에서 그래프 신경망의 활용을 탐구한다.",GNN;분자;그래프신경망;화학정보학
자연과학,화학Ⅱ/정보,화학 반응 수율 예측 머신러닝 모델 구현,"반응 조건과 촉매 정보를 활용하여 반응 수율을 예측하는 모델을 구축한다. 데이터 기반 화학 연구 방법을 탐구한다.",반응수율;머신러닝;촉매;예측
자연과학,화학Ⅰ/물리학,전기화학 전지의 내부저항 측정과 모델링,"부하 변화에 따른 전압 변화를 측정하여 내부저항을 계산한다. 옴의 법칙과 전기화학 원리를 함께 탐구한다.",전기화학;내부저항;옴의법칙;전지
자연과학,화학Ⅱ/정보,분광 데이터 이상 탐지 알고리즘 비교,"분광 데이터를 이용하여 Isolation Forest와 LOF 알고리즘의 이상 탐지 성능을 비교한다. 화학 품질 관리에서 AI 활용을 탐구한다.",이상탐지;분광분석;IsolationForest;AI
자연과학,화학Ⅱ/정보,생성형 AI를 활용한 신약 후보 분자 탐색 원리,"생성형 AI가 새로운 분자를 생성하는 원리를 조사하고 분자 생성 모델의 특징을 분석한다. AI 기반 신약 개발 과정을 탐구한다.",생성형AI;신약개발;분자생성;화학
자연과학,생명과학Ⅱ/정보,단일세포 RNA 데이터 차원축소 비교,"PCA와 t-SNE 및 UMAP을 이용하여 단일세포 데이터를 시각화한다. 차원축소 방법에 따른 군집 표현 차이를 분석한다.",단일세포;PCA;tSNE;UMAP
